{ questions: [{prompt: '134 + 864  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 46517, a: 134 , b: 864 , c: 998 }}, 
{ questions: [{prompt: '312 + 362  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 26108, a: 312 , b: 362 , c: 674 }}, 
{ questions: [{prompt: '112 + 562  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 38114, a: 112 , b: 562 , c: 674 }}, 
{ questions: [{prompt: '553 + 344  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 24729, a: 553 , b: 344 , c: 897 }}, 
{ questions: [{prompt: '124 + 521  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 34860, a: 124 , b: 521 , c: 645 }}, 
{ questions: [{prompt: '427 + 461  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 32703, a: 427 , b: 461 , c: 888 }}, 
{ questions: [{prompt: '123 + 435  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 30703, a: 123 , b: 435 , c: 558 }}, 
{ questions: [{prompt: '441 + 134  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 5434, a: 441 , b: 134 , c: 575 }}, 
{ questions: [{prompt: '887 + 111  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 511, a: 887 , b: 111 , c: 998 }}, 
{ questions: [{prompt: '575 + 314  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 20643, a: 575 , b: 314 , c: 889 }}, 
{ questions: [{prompt: '566 + 122  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 2989, a: 566 , b: 122 , c: 688 }}, 
{ questions: [{prompt: '553 + 211  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 10659, a: 553 , b: 211 , c: 764 }}, 
{ questions: [{prompt: '116 + 353  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 25422, a: 116 , b: 353 , c: 469 }}, 
{ questions: [{prompt: '486 + 512  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 34175, a: 486 , b: 512 , c: 998 }}, 
{ questions: [{prompt: '133 + 344  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 24619, a: 133 , b: 344 , c: 477 }}, 
{ questions: [{prompt: '213 + 566  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 38388, a: 213 , b: 566 , c: 779 }}, 
{ questions: [{prompt: '313 + 373  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 26775, a: 313 , b: 373 , c: 686 }}, 
{ questions: [{prompt: '243 + 646  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 41625, a: 243 , b: 646 , c: 889 }}, 
{ questions: [{prompt: '737 + 222  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 13091, a: 737 , b: 222 , c: 959 }}, 
{ questions: [{prompt: '247 + 221  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 12471, a: 247 , b: 221 , c: 468 }}, 
{ questions: [{prompt: '137 + 622  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 39933, a: 137 , b: 622 , c: 759 }}, 
{ questions: [{prompt: '134 + 862  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 46482, a: 134 , b: 862 , c: 996 }}, 
{ questions: [{prompt: '555 + 431  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 30145, a: 555 , b: 431 , c: 986 }}, 
{ questions: [{prompt: '133 + 722  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 43473, a: 133 , b: 722 , c: 855 }}, 
{ questions: [{prompt: '136 + 842  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 46176, a: 136 , b: 842 , c: 978 }}, 
{ questions: [{prompt: '514 + 262  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 18184, a: 514 , b: 262 , c: 776 }}, 
{ questions: [{prompt: '422 + 366  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 26492, a: 422 , b: 366 , c: 788 }}, 
{ questions: [{prompt: '623 + 155  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 8407, a: 623 , b: 155 , c: 778 }}, 
{ questions: [{prompt: '627 + 262  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 18215, a: 627 , b: 262 , c: 889 }}, 
{ questions: [{prompt: '214 + 145  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 7112, a: 214 , b: 145 , c: 359 }}, 
{ questions: [{prompt: '251 + 111  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 97, a: 251 , b: 111 , c: 362 }}, 
{ questions: [{prompt: '233 + 461  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 32659, a: 233 , b: 461 , c: 694 }}, 
{ questions: [{prompt: '127 + 872  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 46578, a: 127 , b: 872 , c: 999 }}, 
{ questions: [{prompt: '731 + 222  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 13085, a: 731 , b: 222 , c: 953 }}, 
{ questions: [{prompt: '234 + 221  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 12460, a: 234 , b: 221 , c: 455 }}, 
{ questions: [{prompt: '334 + 652  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 41858, a: 334 , b: 652 , c: 986 }}, 
{ questions: [{prompt: '566 + 421  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 28926, a: 566 , b: 421 , c: 987 }}, 
{ questions: [{prompt: '245 + 312  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 19906, a: 245 , b: 312 , c: 557 }}, 
{ questions: [{prompt: '554 + 443  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 31519, a: 554 , b: 443 , c: 997 }}, 
{ questions: [{prompt: '355 + 131  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 4453, a: 355 , b: 131 , c: 486 }}, 
{ questions: [{prompt: '232 + 135  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 5602, a: 232 , b: 135 , c: 367 }}, 
{ questions: [{prompt: '414 + 472  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 33282, a: 414 , b: 472 , c: 886 }}, 
{ questions: [{prompt: '467 + 132  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 4872, a: 467 , b: 132 , c: 599 }}, 
{ questions: [{prompt: '221 + 257  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 17855, a: 221 , b: 257 , c: 478 }}, 
{ questions: [{prompt: '221 + 723  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 43603, a: 221 , b: 723 , c: 944 }}, 
{ questions: [{prompt: '667 + 212  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 11138, a: 667 , b: 212 , c: 879 }}, 
{ questions: [{prompt: '421 + 275  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 19077, a: 421 , b: 275 , c: 696 }}, 
{ questions: [{prompt: '122 + 832  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 45957, a: 122 , b: 832 , c: 954 }}, 
{ questions: [{prompt: '245 + 232  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 14552, a: 245 , b: 232 , c: 477 }}, 
{ questions: [{prompt: '313 + 481  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 33535, a: 313 , b: 481 , c: 794 }}, 
{ questions: [{prompt: '211 + 527  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 35787, a: 211 , b: 527 , c: 738 }}, 
{ questions: [{prompt: '111 + 546  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 37321, a: 111 , b: 546 , c: 657 }}, 
{ questions: [{prompt: '214 + 251  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 16956, a: 214 , b: 251 , c: 465 }}, 
{ questions: [{prompt: '733 + 254  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 17641, a: 733 , b: 254 , c: 987 }}, 
{ questions: [{prompt: '832 + 165  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 9358, a: 832 , b: 165 , c: 997 }}, 
{ questions: [{prompt: '574 + 211  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 10676, a: 574 , b: 211 , c: 785 }}, 
{ questions: [{prompt: '832 + 154  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 8312, a: 832 , b: 154 , c: 986 }}, 
{ questions: [{prompt: '556 + 232  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 14686, a: 556 , b: 232 , c: 788 }}, 
{ questions: [{prompt: '514 + 414  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 28220, a: 514 , b: 414 , c: 928 }}, 
{ questions: [{prompt: '355 + 423  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 29294, a: 355 , b: 423 , c: 778 }}, 
{ questions: [{prompt: '216 + 262  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 18123, a: 216 , b: 262 , c: 478 }}, 
{ questions: [{prompt: '615 + 282  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 19284, a: 615 , b: 282 , c: 897 }}, 
{ questions: [{prompt: '351 + 423  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 29290, a: 351 , b: 423 , c: 774 }}, 
{ questions: [{prompt: '164 + 821  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 45692, a: 164 , b: 821 , c: 985 }}, 
{ questions: [{prompt: '153 + 534  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 36383, a: 153 , b: 534 , c: 687 }}, 
{ questions: [{prompt: '113 + 861  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 46443, a: 113 , b: 861 , c: 974 }}, 
{ questions: [{prompt: '347 + 352  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 25332, a: 347 , b: 352 , c: 699 }}, 
{ questions: [{prompt: '333 + 165  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 9299, a: 333 , b: 165 , c: 498 }}, 
{ questions: [{prompt: '224 + 743  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 44470, a: 224 , b: 743 , c: 967 }}, 
{ questions: [{prompt: '743 + 254  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 17646, a: 743 , b: 254 , c: 997 }}, 
{ questions: [{prompt: '152 + 747  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 44620, a: 152 , b: 747 , c: 899 }}, 
{ questions: [{prompt: '623 + 136  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 5856, a: 623 , b: 136 , c: 759 }}, 
{ questions: [{prompt: '413 + 311  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 19635, a: 413 , b: 311 , c: 724 }}, 
{ questions: [{prompt: '233 + 455  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 32443, a: 233 , b: 455 , c: 688 }}, 
{ questions: [{prompt: '354 + 322  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 21634, a: 354 , b: 322 , c: 676 }}, 
{ questions: [{prompt: '621 + 168  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 9497, a: 621 , b: 168 , c: 789 }}, 
{ questions: [{prompt: '421 + 478  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 33514, a: 421 , b: 478 , c: 899 }}, 
{ questions: [{prompt: '733 + 122  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 3063, a: 733 , b: 122 , c: 855 }}, 
{ questions: [{prompt: '512 + 284  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 19357, a: 512 , b: 284 , c: 796 }}, 
{ questions: [{prompt: '412 + 536  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 36632, a: 412 , b: 536 , c: 948 }}, 
{ questions: [{prompt: '642 + 242  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 16138, a: 642 , b: 242 , c: 884 }}, 
{ questions: [{prompt: '141 + 737  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 44251, a: 141 , b: 737 , c: 878 }}, 
{ questions: [{prompt: '353 + 616  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 39663, a: 353 , b: 616 , c: 969 }}, 
{ questions: [{prompt: '744 + 153  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 8134, a: 744 , b: 153 , c: 897 }}, 
{ questions: [{prompt: '631 + 251  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 17097, a: 631 , b: 251 , c: 882 }}, 
{ questions: [{prompt: '254 + 745  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 44580, a: 254 , b: 745 , c: 999 }}, 
{ questions: [{prompt: '112 + 472  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 33238, a: 112 , b: 472 , c: 584 }}, 
{ questions: [{prompt: '135 + 112  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 531, a: 135 , b: 112 , c: 247 }}, 
{ questions: [{prompt: '151 + 117  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 2121, a: 151 , b: 117 , c: 268 }}, 
{ questions: [{prompt: '115 + 262  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 18101, a: 115 , b: 262 , c: 377 }}, 
{ questions: [{prompt: '244 + 645  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 41574, a: 244 , b: 645 , c: 889 }}, 
{ questions: [{prompt: '411 + 168  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 9490, a: 411 , b: 168 , c: 579 }}, 
{ questions: [{prompt: '146 + 621  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 39774, a: 146 , b: 621 , c: 767 }}, 
{ questions: [{prompt: '143 + 216  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 12060, a: 143 , b: 216 , c: 359 }}, 
{ questions: [{prompt: '373 + 325  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 22343, a: 373 , b: 325 , c: 698 }}, 
{ questions: [{prompt: '251 + 312  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 19909, a: 251 , b: 312 , c: 563 }}, 
{ questions: [{prompt: '322 + 272  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 18833, a: 322 , b: 272 , c: 594 }}, 
{ questions: [{prompt: '754 + 132  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 4988, a: 754 , b: 132 , c: 886 }}, 
{ questions: [{prompt: '312 + 616  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 39650, a: 312 , b: 616 , c: 928 }}, 
{ questions: [{prompt: '247 + 332  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 23038, a: 247 , b: 332 , c: 579 }}, 
{ questions: [{prompt: '122 + 465  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 33012, a: 122 , b: 465 , c: 587 }}, 
{ questions: [{prompt: '431 + 528  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 35852, a: 431 , b: 528 , c: 959 }}, 
{ questions: [{prompt: '363 + 126  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 4044, a: 363 , b: 126 , c: 489 }}, 
{ questions: [{prompt: '433 + 316  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 20961, a: 433 , b: 316 , c: 749 }}, 
{ questions: [{prompt: '612 + 255  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 17730, a: 612 , b: 255 , c: 867 }}, 
{ questions: [{prompt: '422 + 263  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 18305, a: 422 , b: 263 , c: 685 }}, 
{ questions: [{prompt: '183 + 612  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 39124, a: 183 , b: 612 , c: 795 }}, 
{ questions: [{prompt: '542 + 347  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 25014, a: 542 , b: 347 , c: 889 }}, 
{ questions: [{prompt: '222 + 124  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 3522, a: 222 , b: 124 , c: 346 }}, 
{ questions: [{prompt: '121 + 366  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 26464, a: 121 , b: 366 , c: 487 }}, 
{ questions: [{prompt: '661 + 137  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 5975, a: 661 , b: 137 , c: 798 }}, 
{ questions: [{prompt: '646 + 251  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 17110, a: 646 , b: 251 , c: 897 }}, 
{ questions: [{prompt: '732 + 152  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 7928, a: 732 , b: 152 , c: 884 }}, 
{ questions: [{prompt: '331 + 248  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 16898, a: 331 , b: 248 , c: 579 }}, 
{ questions: [{prompt: '713 + 286  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 19419, a: 713 , b: 286 , c: 999 }}, 
{ questions: [{prompt: '663 + 322  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 21787, a: 663 , b: 322 , c: 985 }}, 
{ questions: [{prompt: '442 + 336  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 23825, a: 442 , b: 336 , c: 778 }}, 
{ questions: [{prompt: '423 + 432  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 30292, a: 423 , b: 432 , c: 855 }}, 
{ questions: [{prompt: '273 + 323  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 21879, a: 273 , b: 323 , c: 596 }}, 
{ questions: [{prompt: '124 + 372  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 26675, a: 124 , b: 372 , c: 496 }}, 
{ questions: [{prompt: '314 + 273  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 18922, a: 314 , b: 273 , c: 587 }}, 
{ questions: [{prompt: '583 + 214  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 11742, a: 583 , b: 214 , c: 797 }}, 
{ questions: [{prompt: '252 + 433  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 30428, a: 252 , b: 433 , c: 685 }}, 
{ questions: [{prompt: '563 + 211  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 10667, a: 563 , b: 211 , c: 774 }}, 
{ questions: [{prompt: '521 + 138  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 6026, a: 521 , b: 138 , c: 659 }}, 
{ questions: [{prompt: '821 + 163  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 9133, a: 821 , b: 163 , c: 984 }}, 
{ questions: [{prompt: '533 + 422  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 29149, a: 533 , b: 422 , c: 955 }}, 
{ questions: [{prompt: '174 + 112  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 558, a: 174 , b: 112 , c: 286 }}, 
{ questions: [{prompt: '171 + 118  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 2247, a: 171 , b: 118 , c: 289 }}, 
{ questions: [{prompt: '342 + 443  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 31451, a: 342 , b: 443 , c: 785 }}, 
{ questions: [{prompt: '723 + 273  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 18975, a: 723 , b: 273 , c: 996 }}, 
{ questions: [{prompt: '326 + 362  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 26119, a: 326 , b: 362 , c: 688 }}, 
{ questions: [{prompt: '427 + 432  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 30296, a: 427 , b: 432 , c: 859 }}, 
{ questions: [{prompt: '368 + 531  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 36000, a: 368 , b: 531 , c: 899 }}, 
{ questions: [{prompt: '253 + 635  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 41011, a: 253 , b: 635 , c: 888 }}, 
{ questions: [{prompt: '218 + 131  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 4376, a: 218 , b: 131 , c: 349 }}, 
{ questions: [{prompt: '311 + 264  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 18400, a: 311 , b: 264 , c: 575 }}, 
{ questions: [{prompt: '522 + 237  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 15586, a: 522 , b: 237 , c: 759 }}, 
{ questions: [{prompt: '661 + 128  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 4305, a: 661 , b: 128 , c: 789 }}, 
{ questions: [{prompt: '121 + 538  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 36698, a: 121 , b: 538 , c: 659 }}, 
{ questions: [{prompt: '316 + 432  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 30246, a: 316 , b: 432 , c: 748 }}, 
{ questions: [{prompt: '311 + 281  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 19205, a: 311 , b: 281 , c: 592 }}, 
{ questions: [{prompt: '175 + 112  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 559, a: 175 , b: 112 , c: 287 }}, 
{ questions: [{prompt: '144 + 242  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 15965, a: 144 , b: 242 , c: 386 }}, 
{ questions: [{prompt: '616 + 163  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 9096, a: 616 , b: 163 , c: 779 }}, 
{ questions: [{prompt: '623 + 233  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 14967, a: 623 , b: 233 , c: 856 }}, 
{ questions: [{prompt: '453 + 135  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 5659, a: 453 , b: 135 , c: 588 }}, 
{ questions: [{prompt: '122 + 124  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 3487, a: 122 , b: 124 , c: 246 }}, 
{ questions: [{prompt: '154 + 614  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 39408, a: 154 , b: 614 , c: 768 }}, 
{ questions: [{prompt: '251 + 714  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 43165, a: 251 , b: 714 , c: 965 }}, 
{ questions: [{prompt: '312 + 383  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 27104, a: 312 , b: 383 , c: 695 }}, 
{ questions: [{prompt: '131 + 662  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 42207, a: 131 , b: 662 , c: 793 }}, 
{ questions: [{prompt: '145 + 441  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 31025, a: 145 , b: 441 , c: 586 }}, 
{ questions: [{prompt: '785 + 214  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 11824, a: 785 , b: 214 , c: 999 }}, 
{ questions: [{prompt: '135 + 514  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 34383, a: 135 , b: 514 , c: 649 }}, 
{ questions: [{prompt: '132 + 425  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 29576, a: 132 , b: 425 , c: 557 }}, 
{ questions: [{prompt: '412 + 242  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 16047, a: 412 , b: 242 , c: 654 }}, 
{ questions: [{prompt: '213 + 583  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 38805, a: 213 , b: 583 , c: 796 }}, 
{ questions: [{prompt: '215 + 711  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 42837, a: 215 , b: 711 , c: 926 }}, 
{ questions: [{prompt: '341 + 214  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 11640, a: 341 , b: 214 , c: 555 }}, 
{ questions: [{prompt: '122 + 447  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 31825, a: 122 , b: 447 , c: 569 }}, 
{ questions: [{prompt: '514 + 324  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 22194, a: 514 , b: 324 , c: 838 }}, 
{ questions: [{prompt: '123 + 372  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 26674, a: 123 , b: 372 , c: 495 }}, 
{ questions: [{prompt: '266 + 533  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 36288, a: 266 , b: 533 , c: 799 }}, 
{ questions: [{prompt: '132 + 232  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 14500, a: 132 , b: 232 , c: 364 }}, 
{ questions: [{prompt: '375 + 212  = ?', rows: 1, placeholder: 'Hier Ergebnis eintragen'}], data: { item_id: 10975, a: 375 , b: 212 , c: 587 }}, 
